Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.4460411071777344, 0.7521757483482361, -4.388014929190831e-07]","[0.39479711651802063, 0.7276394367218018, -0.039236802607774734]","[0.3728786110877991, 0.6946815848350525, -0.0635480284690857]","[0.41301846504211426, 0.6738752126693726, -0.08452919125556946]","[0.46420741081237793, 0.6598755717277527, -0.10011813789606094]","[0.409696102142334, 0.6336439847946167, -0.047156646847724915]","[0.4166211485862732, 0.6058003902435303, -0.08410633355379105]","[0.4301551282405853, 0.5821236968040466, -0.10601728409528732]","[0.44727861881256104, 0.559078574180603, -0.12370545417070389]","[0.4707418382167816, 0.6316657662391663, -0.04661686718463898]","[0.46068596839904785, 0.6564884185791016, -0.09155752509832382]","[0.44261056184768677, 0.6856712698936462, -0.10083212703466415]","[0.4366896152496338, 0.6971514821052551, -0.10178811848163605]","[0.514944851398468, 0.6471199989318848, -0.05076798424124718]","[0.49260711669921875, 0.6900233030319214, -0.09362699836492538]","[0.46669435501098633, 0.715051531791687, -0.08495744317770004]","[0.46059679985046387, 0.7196283340454102, -0.07270808517932892]","[0.5457031726837158, 0.6700688600540161, -0.0602157786488533]","[0.51719069480896, 0.7101162075996399, -0.09151516854763031]","[0.48959729075431824, 0.7269432544708252, -0.0921403244137764]","[0.47851264476776123, 0.7256419062614441, -0.08737887442111969]"
0,"[0.29700538516044617, 0.7092697620391846, -4.798433792529977e-07]","[0.24152791500091553, 0.7013065218925476, -0.04260044917464256]","[0.18604065477848053, 0.6943385601043701, -0.07439061254262924]","[0.16081905364990234, 0.6942629218101501, -0.1007310077548027]","[0.18326415121555328, 0.6901136040687561, -0.1230304092168808]","[0.2218857705593109, 0.6438478231430054, -0.07015359401702881]","[0.1711472123861313, 0.6543799638748169, -0.10581410676240921]","[0.1391107738018036, 0.6541351675987244, -0.1258416622877121]","[0.11467882990837097, 0.6522308588027954, -0.1379184126853943]","[0.2715897858142853, 0.6478182673454285, -0.06618953496217728]","[0.20259225368499756, 0.7082299590110779, -0.09449809789657593]","[0.20468328893184662, 0.7119967937469482, -0.09853370487689972]","[0.21851277351379395, 0.7011674046516418, -0.101119264960289]","[0.3145104646682739, 0.6669226884841919, -0.06543928384780884]","[0.24093645811080933, 0.7256726622581482, -0.0900571271777153]","[0.2440834492444992, 0.7249025106430054, -0.07393849641084671]","[0.2558722496032715, 0.7140804529190063, -0.06064951792359352]","[0.34468182921409607, 0.6891595721244812, -0.0704190656542778]","[0.2848403751850128, 0.7315909266471863, -0.09576105326414108]","[0.2819092869758606, 0.7296320199966431, -0.09001848101615906]","[0.28947874903678894, 0.7176700830459595, -0.07986031472682953]"
0,"[0.7062763571739197, 0.7338316440582275, 2.3660172132622392e-07]","[0.6913268566131592, 0.6822049021720886, -0.03594731539487839]","[0.7117893099784851, 0.634964108467102, -0.03383627161383629]","[0.7721157670021057, 0.6062134504318237, -0.03081013448536396]","[0.825830340385437, 0.5866364240646362, -0.02337910793721676]","[0.6950650215148926, 0.5942509770393372, 0.04114139825105667]","[0.7134549617767334, 0.550619900226593, 0.03357240557670593]","[0.7280787825584412, 0.5231645107269287, 0.026286840438842773]","[0.7464126944541931, 0.5008751749992371, 0.02124999277293682]","[0.7425762414932251, 0.6153873205184937, 0.04863164201378822]","[0.7946171760559082, 0.5888843536376953, 0.02013719454407692]","[0.78572678565979, 0.6035753488540649, 0.004007909446954727]","[0.7750230431556702, 0.612822413444519, 0.006360760889947414]","[0.7791979312896729, 0.6401316523551941, 0.04684027284383774]","[0.8138792514801025, 0.6271607875823975, 0.0035977186635136604]","[0.7830737829208374, 0.6492925882339478, -0.007276309188455343]","[0.7675018310546875, 0.6563355326652527, 0.002493624808266759]","[0.8013095259666443, 0.6635978817939758, 0.04272942990064621]","[0.8257096409797668, 0.6509818434715271, 0.014436214230954647]","[0.7955067157745361, 0.6670931577682495, 0.013598919846117496]","[0.776906430721283, 0.6746089458465576, 0.02274336665868759]"
0,"[0.43797433376312256, 0.7875629663467407, -1.7674996399819065e-07]","[0.41600579023361206, 0.7532373070716858, -0.04886332154273987]","[0.4281155467033386, 0.7074828743934631, -0.06205395236611366]","[0.48025768995285034, 0.674663782119751, -0.06967367976903915]","[0.5250592231750488, 0.6506325602531433, -0.07056356966495514]","[0.421691358089447, 0.6521281599998474, -0.025796139612793922]","[0.44432854652404785, 0.6068785190582275, -0.061674125492572784]","[0.46444886922836304, 0.5832727551460266, -0.07826129347085953]","[0.4904133677482605, 0.5590763092041016, -0.08820264041423798]","[0.4745507538318634, 0.6635390520095825, -0.01679784618318081]","[0.5276894569396973, 0.6572509407997131, -0.0726604014635086]","[0.5054482817649841, 0.6924313902854919, -0.08167082071304321]","[0.4878097474575043, 0.7014665007591248, -0.0724371150135994]","[0.5173729062080383, 0.681998610496521, -0.01537574827671051]","[0.5477297902107239, 0.6923271417617798, -0.07693848758935928]","[0.5148515105247498, 0.725642204284668, -0.07101140916347504]","[0.4974868893623352, 0.7290065884590149, -0.04937062785029411]","[0.5433035492897034, 0.7027018070220947, -0.0176389142870903]","[0.5584682822227478, 0.7170169949531555, -0.05715375021100044]","[0.5285887718200684, 0.739116907119751, -0.0540895015001297]","[0.5092304348945618, 0.7392866611480713, -0.04131394624710083]"
0,"[0.4413597285747528, 0.7213966846466064, 5.341602218322805e-07]","[0.4777630567550659, 0.7130785584449768, -0.1076010912656784]","[0.5506271719932556, 0.712946355342865, -0.13349582254886627]","[0.6331251263618469, 0.7244819402694702, -0.13594137132167816]","[0.7012621164321899, 0.7311261892318726, -0.1281408965587616]","[0.5976306796073914, 0.6399405002593994, -0.06646216660737991]","[0.696714460849762, 0.6547662615776062, -0.11012744903564453]","[0.7623651027679443, 0.6659817099571228, -0.13882113993167877]","[0.820840060710907, 0.6749947667121887, -0.1544293612241745]","[0.6044459342956543, 0.6647192239761353, -0.022957125678658485]","[0.6828424334526062, 0.7042897343635559, -0.09527619183063507]","[0.6311522722244263, 0.720317006111145, -0.12155696749687195]","[0.5880023241043091, 0.7176638245582581, -0.11669635027647018]","[0.6088290810585022, 0.6893417835235596, 0.009062920697033405]","[0.6580535173416138, 0.7248930335044861, -0.06798913329839706]","[0.5959948301315308, 0.734287679195404, -0.07934001088142395]","[0.569823682308197, 0.7226514220237732, -0.06136232987046242]","[0.6028335690498352, 0.7073017954826355, 0.03423371538519859]","[0.6316443681716919, 0.7362570762634277, -0.02273537404835224]","[0.5856605172157288, 0.7423880100250244, -0.032662782818078995]","[0.5579456090927124, 0.731378436088562, -0.022319193929433823]"
0,"[0.3690199553966522, 0.7622486352920532, -3.0801516004430596e-07]","[0.33041882514953613, 0.7342641353607178, -0.044083692133426666]","[0.3103170394897461, 0.7182270884513855, -0.0801105722784996]","[0.3081567883491516, 0.7355060577392578, -0.10723678767681122]","[0.33815547823905945, 0.7576332688331604, -0.12955662608146667]","[0.41080227494239807, 0.6895260810852051, -0.08490299433469772]","[0.3328840136528015, 0.7360252141952515, -0.11694423854351044]","[0.3198443353176117, 0.7415412664413452, -0.13198360800743103]","[0.3348901569843292, 0.7334569096565247, -0.14513297379016876]","[0.4437989890575409, 0.7156347036361694, -0.08039501309394836]","[0.35418254137039185, 0.760699450969696, -0.10840252786874771]","[0.3436775505542755, 0.760443925857544, -0.10995826870203018]","[0.3627750873565674, 0.7495940327644348, -0.11529254913330078]","[0.4619530141353607, 0.7427569627761841, -0.07768809050321579]","[0.3744494318962097, 0.7808387279510498, -0.10111615806818008]","[0.3638108968734741, 0.7776733636856079, -0.08799518644809723]","[0.3839825689792633, 0.7633959054946899, -0.08148235827684402]","[0.46855854988098145, 0.7672043442726135, -0.08022552728652954]","[0.397307813167572, 0.7942826747894287, -0.10042177140712738]","[0.38300204277038574, 0.7930355072021484, -0.09657805413007736]","[0.39796900749206543, 0.7825913429260254, -0.09299872815608978]"
0,"[0.4492599070072174, 0.7882103323936462, 7.175769312084412e-09]","[0.4254786968231201, 0.7535121440887451, -0.05444929748773575]","[0.4322350025177002, 0.7084426879882812, -0.06746518611907959]","[0.48156553506851196, 0.6731261014938354, -0.07375457882881165]","[0.5190696716308594, 0.6451578140258789, -0.07365118712186813]","[0.41369545459747314, 0.6519876718521118, -0.017760254442691803]","[0.4316469132900238, 0.6043010950088501, -0.04874932020902634]","[0.4481685757637024, 0.5767464637756348, -0.0642838403582573]","[0.46808922290802, 0.5506138205528259, -0.07393890619277954]","[0.4680914282798767, 0.6641010046005249, -0.004917829763144255]","[0.5174469947814941, 0.6462053656578064, -0.057813044637441635]","[0.5034654140472412, 0.6830518841743469, -0.0681622102856636]","[0.48701250553131104, 0.6985886693000793, -0.058003589510917664]","[0.5115309357643127, 0.6824265122413635, -0.0004990342422388494]","[0.5420822501182556, 0.6819020509719849, -0.05957624688744545]","[0.5152056217193604, 0.7154906392097473, -0.05448724702000618]","[0.4960190951824188, 0.7212584018707275, -0.03206419199705124]","[0.5376788973808289, 0.7034679055213928, -0.0001291916996706277]","[0.5607362985610962, 0.70493084192276, -0.03967030346393585]","[0.5325170159339905, 0.7279837727546692, -0.035435255616903305]","[0.5093342065811157, 0.7309781312942505, -0.020631656050682068]"
0,"[0.4102124571800232, 0.7505084276199341, -5.632086867990438e-07]","[0.36327698826789856, 0.7323281168937683, -0.04418507218360901]","[0.3204408884048462, 0.706159770488739, -0.07640425860881805]","[0.31587570905685425, 0.692880392074585, -0.1044931635260582]","[0.34568268060684204, 0.6841837167739868, -0.1294896900653839]","[0.37311476469039917, 0.6367210149765015, -0.06253021955490112]","[0.32955074310302734, 0.6229166388511658, -0.10434702783823013]","[0.30159005522727966, 0.6023852229118347, -0.13590696454048157]","[0.2865131199359894, 0.5846957564353943, -0.1594376415014267]","[0.4394272565841675, 0.6443880200386047, -0.060856256633996964]","[0.3643455505371094, 0.6902546882629395, -0.0975026860833168]","[0.34042349457740784, 0.7087017893791199, -0.10668610781431198]","[0.34880486130714417, 0.7119961977005005, -0.11182130128145218]","[0.47862401604652405, 0.6714306473731995, -0.0636284276843071]","[0.40140441060066223, 0.7198889255523682, -0.09461503475904465]","[0.3768278658390045, 0.7289568781852722, -0.08008674532175064]","[0.38184311985969543, 0.7251694202423096, -0.06900732964277267]","[0.4984661340713501, 0.7025595903396606, -0.07267487049102783]","[0.4312485158443451, 0.741133987903595, -0.10134042799472809]","[0.41005516052246094, 0.7470239400863647, -0.0960792601108551]","[0.4156431555747986, 0.7405095100402832, -0.0870622992515564]"
0,"[0.4430716037750244, 0.7997517585754395, -9.129101385951799e-08]","[0.3676185607910156, 0.8061596751213074, -0.09273137897253036]","[0.35583364963531494, 0.818450391292572, -0.15180344879627228]","[0.4228239357471466, 0.8485105037689209, -0.18933312594890594]","[0.48472902178764343, 0.8684819340705872, -0.21873265504837036]","[0.41461867094039917, 0.7541324496269226, -0.1844489574432373]","[0.46095964312553406, 0.8221821188926697, -0.23597705364227295]","[0.4926787316799164, 0.8658901453018188, -0.25902777910232544]","[0.5192690491676331, 0.8925375938415527, -0.27502286434173584]","[0.4885237216949463, 0.7484925389289856, -0.15558560192584991]","[0.4993785619735718, 0.8297622203826904, -0.20158562064170837]","[0.49981778860092163, 0.8679322004318237, -0.20423394441604614]","[0.499099463224411, 0.8861326575279236, -0.20943158864974976]","[0.5378004312515259, 0.7563989162445068, -0.126553013920784]","[0.5342695116996765, 0.833687424659729, -0.1593293696641922]","[0.5139485001564026, 0.860277533531189, -0.14169083535671234]","[0.4945104718208313, 0.8691072463989258, -0.13115036487579346]","[0.5616821050643921, 0.7695673108100891, -0.10640397667884827]","[0.548561155796051, 0.8230453133583069, -0.13418123126029968]","[0.5265243053436279, 0.8379008173942566, -0.12912513315677643]","[0.5059738159179688, 0.83741295337677, -0.12231294810771942]"
0,"[0.401572048664093, 0.7259049415588379, 1.5791630403327872e-07]","[0.4196696877479553, 0.6785067915916443, -0.04857836663722992]","[0.4628494381904602, 0.6349850296974182, -0.04170463979244232]","[0.5328975319862366, 0.608076810836792, -0.028091920539736748]","[0.5772317051887512, 0.5836836099624634, -0.006538239307701588]","[0.43717122077941895, 0.5797990560531616, 0.030658971518278122]","[0.49206167459487915, 0.5393999814987183, 0.02133486047387123]","[0.5294060707092285, 0.5145310759544373, 0.011980141513049603]","[0.5669552683830261, 0.4953882098197937, 0.006550834979861975]","[0.4710138440132141, 0.6045474410057068, 0.04836894944310188]","[0.5489484071731567, 0.5952271223068237, 0.009447649121284485]","[0.5280891060829163, 0.619128942489624, -0.015000475570559502]","[0.49807724356651306, 0.6340822577476501, -0.014281158335506916]","[0.4994030296802521, 0.6285215616226196, 0.0570843443274498]","[0.5570502281188965, 0.62692791223526, 0.005663076415657997]","[0.5240890383720398, 0.6530098915100098, -0.01175207830965519]","[0.49522313475608826, 0.66095370054245, -0.002462998731061816]","[0.5108689665794373, 0.6501451730728149, 0.06307169049978256]","[0.5543121695518494, 0.6490922570228577, 0.029414767399430275]","[0.5295056104660034, 0.6681687235832214, 0.02444363571703434]","[0.4989199936389923, 0.6761159896850586, 0.034035347402095795]"
0,"[0.49035459756851196, 0.737032413482666, -2.422719944661367e-07]","[0.42958468198776245, 0.6976710557937622, -0.005796430166810751]","[0.33793097734451294, 0.6945194005966187, -0.014161107130348682]","[0.2675389051437378, 0.715511679649353, -0.02152075618505478]","[0.2309911847114563, 0.737292468547821, -0.029098564758896828]","[0.30568066239356995, 0.6717148423194885, -0.028244376182556152]","[0.20607107877731323, 0.6877796649932861, -0.043076906353235245]","[0.14642763137817383, 0.7039526700973511, -0.05507424846291542]","[0.10295434296131134, 0.711890459060669, -0.06599025428295135]","[0.32085248827934265, 0.6885502934455872, -0.03482833877205849]","[0.2449793517589569, 0.7375001311302185, -0.03678952902555466]","[0.2765359878540039, 0.743802011013031, -0.03354170545935631]","[0.3081877529621124, 0.7322619557380676, -0.03792279213666916]","[0.3402725160121918, 0.7147968411445618, -0.04158713296055794]","[0.2840251326560974, 0.7631096243858337, -0.04153607040643692]","[0.32009056210517883, 0.7597522735595703, -0.035982221364974976]","[0.3474297821521759, 0.743042528629303, -0.038639165461063385]","[0.3615243434906006, 0.74120032787323, -0.04986775293946266]","[0.3223511278629303, 0.7739635109901428, -0.057553596794605255]","[0.35044702887535095, 0.7708728313446045, -0.05513105168938637]","[0.37786954641342163, 0.7600798010826111, -0.054423052817583084]"
0,"[0.21821379661560059, 0.7094978094100952, -4.729804103931201e-08]","[0.16764655709266663, 0.6742324233055115, 0.007007864769548178]","[0.08760681748390198, 0.6596435308456421, -0.00153911707457155]","[0.01767110824584961, 0.6623527407646179, -0.013609557412564754]","[-0.029897183179855347, 0.6726170778274536, -0.02773587964475155]","[0.05935526639223099, 0.6343697309494019, -0.009509294293820858]","[-0.03039911389350891, 0.6522203683853149, -0.026400381699204445]","[-0.06486065685749054, 0.6620068550109863, -0.03622567653656006]","[-0.08510233461856842, 0.6612145304679871, -0.04331514984369278]","[0.08655272424221039, 0.6485331654548645, -0.025266559794545174]","[-0.01655377447605133, 0.684388279914856, -0.04140159860253334]","[-0.03698223829269409, 0.693097710609436, -0.04655725508928299]","[-0.050834864377975464, 0.6924994587898254, -0.05044868215918541]","[0.11315347254276276, 0.6712977290153503, -0.03946005925536156]","[0.014358565211296082, 0.7173196077346802, -0.05080156400799751]","[0.021300077438354492, 0.7262704968452454, -0.043163083493709564]","[0.03920964151620865, 0.7219794392585754, -0.03803718835115433]","[0.13178853690624237, 0.6988083124160767, -0.053508710116147995]","[0.056748166680336, 0.7319498062133789, -0.06338886171579361]","[0.062354620546102524, 0.7369786500930786, -0.05682017281651497]","[0.08440165221691132, 0.7325593829154968, -0.04998372122645378]"
0,"[0.3587825298309326, 0.7260642051696777, 7.514091748817009e-08]","[0.4247276186943054, 0.7295033931732178, -0.10917023569345474]","[0.5088939070701599, 0.747690737247467, -0.1181814968585968]","[0.5797734260559082, 0.7733945250511169, -0.099371999502182]","[0.6386186480522156, 0.7849844694137573, -0.06540194898843765]","[0.591084361076355, 0.7048942446708679, -0.06398963183164597]","[0.6903161406517029, 0.7250084280967712, -0.10252019762992859]","[0.7567424774169922, 0.7365130186080933, -0.12251976132392883]","[0.81504225730896, 0.7512997984886169, -0.1299450397491455]","[0.5664492249488831, 0.7300523519515991, -0.007359938696026802]","[0.6065222024917603, 0.775932788848877, -0.0689023956656456]","[0.5385435819625854, 0.7746919393539429, -0.08490875363349915]","[0.49138444662094116, 0.7652445435523987, -0.07281246781349182]","[0.5480787754058838, 0.7558364272117615, 0.03687344491481781]","[0.5758092403411865, 0.7918077111244202, -0.030847106128931046]","[0.506380558013916, 0.7835001945495605, -0.04549612104892731]","[0.47949695587158203, 0.7717710137367249, -0.02956489659845829]","[0.5349529385566711, 0.7745885848999023, 0.07398669421672821]","[0.537002444267273, 0.8003402352333069, 0.025593189522624016]","[0.49300315976142883, 0.7931441068649292, 0.007502855733036995]","[0.47254568338394165, 0.7813359498977661, 0.010996639728546143]"
0,"[0.723414957523346, 0.6836008429527283, -3.806865223054956e-08]","[0.6253496408462524, 0.674392819404602, -0.07001429051160812]","[0.5228549838066101, 0.6571111083030701, -0.07385097444057465]","[0.4459410309791565, 0.625654399394989, -0.06804018467664719]","[0.382205605506897, 0.5987661480903625, -0.05363474041223526]","[0.42894792556762695, 0.6587507724761963, 0.011416757479310036]","[0.3191390335559845, 0.6464647054672241, -0.011134355328977108]","[0.2553463876247406, 0.6352920532226562, -0.02621082216501236]","[0.1999848484992981, 0.6203551292419434, -0.0344497449696064]","[0.47736656665802, 0.634508490562439, 0.03782466799020767]","[0.43289610743522644, 0.5940603613853455, -0.011368824169039726]","[0.49558502435684204, 0.6107915639877319, -0.03138641640543938]","[0.5229699611663818, 0.6249943971633911, -0.02545265667140484]","[0.5303522348403931, 0.6146684885025024, 0.05246923863887787]","[0.5091556906700134, 0.5849416255950928, -0.010519878007471561]","[0.5668752193450928, 0.6093987226486206, -0.02221756987273693]","[0.5797872543334961, 0.6237178444862366, -0.006631763186305761]","[0.5800684094429016, 0.6007311344146729, 0.06267644464969635]","[0.5702648162841797, 0.5798308253288269, 0.021727662533521652]","[0.6045123338699341, 0.5997682809829712, 0.017627432942390442]","[0.6113978028297424, 0.6179869174957275, 0.028355099260807037]"
0,"[0.5016902089118958, 0.6991881728172302, -4.6788957774879236e-07]","[0.4269435405731201, 0.7044757604598999, -0.050148773938417435]","[0.3563859760761261, 0.7277568578720093, -0.10254667699337006]","[0.3223418593406677, 0.768606424331665, -0.14756669104099274]","[0.3209425210952759, 0.8064561486244202, -0.19122768938541412]","[0.39347055554389954, 0.6851969361305237, -0.13050296902656555]","[0.32839256525039673, 0.7533929347991943, -0.1818109154701233]","[0.3104870319366455, 0.7867159843444824, -0.21135260164737701]","[0.30584782361984253, 0.8042056560516357, -0.22799772024154663]","[0.45533549785614014, 0.6985447406768799, -0.1287221610546112]","[0.3784860670566559, 0.773879885673523, -0.15948784351348877]","[0.3805607259273529, 0.7724968194961548, -0.15865974128246307]","[0.3944953978061676, 0.7589852213859558, -0.16291408240795135]","[0.5080832242965698, 0.7194454669952393, -0.12650734186172485]","[0.42565712332725525, 0.7867050766944885, -0.14428627490997314]","[0.41407695412635803, 0.7818827033042908, -0.11656372249126434]","[0.4200076758861542, 0.7676007747650146, -0.10047304630279541]","[0.5426877737045288, 0.7412824630737305, -0.13202540576457977]","[0.4691501557826996, 0.7923614978790283, -0.14843334257602692]","[0.45252475142478943, 0.7878491282463074, -0.13138523697853088]","[0.45428144931793213, 0.7745212316513062, -0.11699370294809341]"
0,"[0.41779226064682007, 0.8154793381690979, -5.984276185699855e-07]","[0.353741317987442, 0.8155869841575623, -0.060581520199775696]","[0.3131599426269531, 0.8138296008110046, -0.1037006676197052]","[0.3473476767539978, 0.8352924585342407, -0.13657067716121674]","[0.4016915559768677, 0.8544833660125732, -0.16327880322933197]","[0.3601999878883362, 0.7280994653701782, -0.09258349239826202]","[0.35915616154670715, 0.7940564155578613, -0.13057510554790497]","[0.34484681487083435, 0.8150290250778198, -0.15012645721435547]","[0.34390339255332947, 0.80510014295578, -0.1660769283771515]","[0.41979435086250305, 0.7344551086425781, -0.08504132926464081]","[0.40605443716049194, 0.8118400573730469, -0.12087926268577576]","[0.37519705295562744, 0.824211835861206, -0.1274271160364151]","[0.362582802772522, 0.8057129383087158, -0.13447050750255585]","[0.4679149091243744, 0.7519140243530273, -0.08116639405488968]","[0.4457831382751465, 0.8247462511062622, -0.10923552513122559]","[0.410680890083313, 0.8327227830886841, -0.10007864236831665]","[0.39356476068496704, 0.8156651258468628, -0.09504251182079315]","[0.5020682215690613, 0.7729136943817139, -0.08476053178310394]","[0.4796728491783142, 0.8269127011299133, -0.1085629016160965]","[0.4488694667816162, 0.8361839056015015, -0.10702397674322128]","[0.4325578808784485, 0.8272371292114258, -0.10366632044315338]"
0,"[0.503207266330719, 0.764639675617218, -3.206307894743077e-07]","[0.4023361802101135, 0.7529608607292175, -0.028178798034787178]","[0.30770206451416016, 0.7591325640678406, -0.06251497566699982]","[0.2446899563074112, 0.7955531477928162, -0.09301302582025528]","[0.2018294483423233, 0.8264381885528564, -0.12189022451639175]","[0.3027871549129486, 0.7052324414253235, -0.0983043909072876]","[0.1991671770811081, 0.7489103078842163, -0.14491863548755646]","[0.14113348722457886, 0.7690222859382629, -0.16822780668735504]","[0.09182953834533691, 0.7794323563575745, -0.1819673627614975]","[0.35798564553260803, 0.7114771604537964, -0.10675773024559021]","[0.27034473419189453, 0.8002515435218811, -0.13390086591243744]","[0.29948586225509644, 0.7983233332633972, -0.12268760800361633]","[0.32458770275115967, 0.7804219126701355, -0.11706265807151794]","[0.4143551290035248, 0.734531044960022, -0.11669254302978516]","[0.3291095495223999, 0.8232017159461975, -0.13821782171726227]","[0.3587839901447296, 0.8080809712409973, -0.10550326853990555]","[0.38100892305374146, 0.7821744084358215, -0.08267495036125183]","[0.4627055525779724, 0.7623378038406372, -0.13094350695610046]","[0.385897159576416, 0.8240116834640503, -0.15428245067596436]","[0.3962617516517639, 0.8115703463554382, -0.13536454737186432]","[0.4134697914123535, 0.7885748744010925, -0.11605872213840485]"
0,"[0.3594385087490082, 0.7186034917831421, -7.884033692562298e-08]","[0.3096916973590851, 0.6924598813056946, -0.038775715976953506]","[0.27782273292541504, 0.6416499614715576, -0.04973118379712105]","[0.2873750627040863, 0.5958592891693115, -0.058988235890865326]","[0.3117999732494354, 0.564721405506134, -0.0629303902387619]","[0.27583950757980347, 0.6014660596847534, -3.613886747189099e-06]","[0.249445840716362, 0.5551618933677673, -0.03287588059902191]","[0.23587079346179962, 0.5268806219100952, -0.042437367141246796]","[0.23285599052906036, 0.49725422263145447, -0.0466332770884037]","[0.32565709948539734, 0.60203617811203, 0.004502133000642061]","[0.3233497142791748, 0.5765984654426575, -0.04261847212910652]","[0.3170153796672821, 0.617394208908081, -0.0381111316382885]","[0.32758280634880066, 0.6266767978668213, -0.01706412248313427]","[0.3696434497833252, 0.6124484539031982, -0.0008459222735837102]","[0.36168718338012695, 0.6085776090621948, -0.05324191227555275]","[0.3473402261734009, 0.646785318851471, -0.0395018644630909]","[0.3616752624511719, 0.6487512588500977, -0.012955060228705406]","[0.4090734124183655, 0.6270965933799744, -0.009883848950266838]","[0.38733112812042236, 0.6351494193077087, -0.04235460236668587]","[0.37129735946655273, 0.6608138680458069, -0.03814610838890076]","[0.38113051652908325, 0.6609990000724792, -0.02542737126350403]"
0,"[0.5359758734703064, 0.7510417103767395, -3.66423478226352e-07]","[0.47953474521636963, 0.7496713399887085, -0.04535598307847977]","[0.44748198986053467, 0.7442267537117004, -0.07939954102039337]","[0.47733134031295776, 0.7543126344680786, -0.10570927709341049]","[0.5198914408683777, 0.7612836360931396, -0.12777432799339294]","[0.4863923192024231, 0.6917564868927002, -0.07939573377370834]","[0.5070685148239136, 0.7233800888061523, -0.11604414880275726]","[0.5215974450111389, 0.7479796409606934, -0.13655878603458405]","[0.535488486289978, 0.7601426839828491, -0.14909188449382782]","[0.5342698693275452, 0.6935884356498718, -0.07407240569591522]","[0.5469765663146973, 0.7266742587089539, -0.10469076037406921]","[0.5391553044319153, 0.7451028227806091, -0.11029001325368881]","[0.5352582931518555, 0.7496020793914795, -0.11414672434329987]","[0.5693898797035217, 0.7041457295417786, -0.07135769724845886]","[0.573501706123352, 0.7407800555229187, -0.09359899163246155]","[0.5586093068122864, 0.7568775415420532, -0.08456190675497055]","[0.5487378835678101, 0.7587640285491943, -0.07790057361125946]","[0.5945991277694702, 0.718643844127655, -0.07384946197271347]","[0.5886275768280029, 0.7470992207527161, -0.0878361314535141]","[0.5722063779830933, 0.7596111297607422, -0.08058750629425049]","[0.5601706504821777, 0.7606028318405151, -0.07382117211818695]"
0,"[0.7301206588745117, 0.6893881559371948, -2.838266510707399e-08]","[0.6374753713607788, 0.6762149333953857, -0.06291508674621582]","[0.5381954908370972, 0.6534007787704468, -0.06771314889192581]","[0.46815967559814453, 0.6180005669593811, -0.06443517655134201]","[0.4077068567276001, 0.5873735547065735, -0.0527648963034153]","[0.4423103332519531, 0.6499380469322205, 0.008396848104894161]","[0.33926570415496826, 0.6299020051956177, -0.015596933662891388]","[0.28253692388534546, 0.6131333112716675, -0.028967194259166718]","[0.23023277521133423, 0.5941349864006042, -0.03602214157581329]","[0.49299004673957825, 0.6285565495491028, 0.029352432116866112]","[0.4598549008369446, 0.585743248462677, -0.01733292266726494]","[0.523016095161438, 0.6083736419677734, -0.02934657782316208]","[0.5411981344223022, 0.6231790781021118, -0.018524816259741783]","[0.5498985648155212, 0.6121097207069397, 0.03906210884451866]","[0.5379183292388916, 0.5823786854743958, -0.021989505738019943]","[0.5931820869445801, 0.6117725968360901, -0.023653319105505943]","[0.5970215797424316, 0.6258425712585449, -0.0024697252083569765]","[0.6028571128845215, 0.6024782061576843, 0.04474792629480362]","[0.5994875431060791, 0.5807462930679321, 0.005623713135719299]","[0.6309217810630798, 0.6035572290420532, 0.008483931422233582]","[0.6297390460968018, 0.6208375692367554, 0.02354259043931961]"
0,"[0.5058592557907104, 0.7411851286888123, 2.645413417212694e-07]","[0.46682465076446533, 0.7127977013587952, -0.04064453765749931]","[0.4697381258010864, 0.6718765497207642, -0.05404825508594513]","[0.5085796117782593, 0.6460869908332825, -0.06280665099620819]","[0.5567457675933838, 0.6328648924827576, -0.06781299412250519]","[0.491432785987854, 0.637047290802002, -0.026867548003792763]","[0.5149152278900146, 0.5994784832000732, -0.0512574277818203]","[0.5381693840026855, 0.5805864334106445, -0.06038321182131767]","[0.5588343739509583, 0.5648015141487122, -0.06338619440793991]","[0.5354570150375366, 0.6451132893562317, -0.01988372765481472]","[0.5776567459106445, 0.6078783273696899, -0.04706341773271561]","[0.5905953049659729, 0.595737874507904, -0.05338755249977112]","[0.6028148531913757, 0.5821520686149597, -0.0501227006316185]","[0.5665302872657776, 0.6599851250648499, -0.01889963448047638]","[0.5728298425674438, 0.6574005484580994, -0.06040173023939133]","[0.5462982654571533, 0.6825310587882996, -0.06008194014430046]","[0.5369595289230347, 0.6929793953895569, -0.045904431492090225]","[0.5868425369262695, 0.6780893802642822, -0.020466461777687073]","[0.5781879425048828, 0.6787542104721069, -0.04420233145356178]","[0.552727460861206, 0.6960167288780212, -0.03907288610935211]","[0.5428929328918457, 0.702350378036499, -0.028477448970079422]"
